review;Topic
"I absolutely loathe having to push myself to finish a book and that is exactly what this book is forcing me to do.  I'm sad and annoyed that I spent the money on this one, which is why I feel the need to read to the end.  All of the characters are annoying, thin, shallow, and fairly bland.  The main character is amazingly stupid with her constant whining about messing up and then doing the same things over and over.  The worst part is having to read the same scenes and thoughts repeatedly . . . talk about boring!  I saw the ending after the first couple of chapters, but kept telling myself ""no, this has to get better than that!""  It didn't.  I'm honestly surprised and appalled that so many people enjoy this book.  It's nothing new or interesting past the free preview section, in fact it's just more of the same contrived garbage all the way to the obvious and bland ending.  Where are the good and enjoyable novels anymore?  Not here, I can promise you that!";Book
I am not into murder-mystery books. At all.I cringe at the suggestion of them. Just not my thing.However, I kept seeing this book at the top of the lists and it had over 500 hold requests at the library--so of course, I had to read it. There must be a reason it's so poplar, right?I got the Kindle sample but it wasn't enough. So I bought the full version and, well, it sucked me in. At first because I could relate to Rachel. Then the story started to unfold and things were twisting and turning and I simply could NOT stop reading.I suspected one person for the better part of the book, then another, butNever who it turned out to be, although thinking back, there were plenty of clues.The author did an amazing job with this! I'm impressed!Normally I am not happy with the way these books end, but I was actually pleased with this one. I felt peaceful about it.Good read. Highly recommended!;Book
"The book has a strong plot. If you like mysteries, I recommend it. It moves along at a steady pace and has an interesting style: It is written from the point of view of primarily three women, mostly two. Early on the voices of these women were quite different, but as the book progressed it got harder and harder to distinguish them, which might have been intentional. I didn't know ""who did it"" until it was revealed, so kudos to the author for that. My main complaint is that I didn't find any of the characters likeable, but that might be less of an issue in the movie (I love Emily Blunt).";Book
A murder mystery with twists and turns reminiscent of Gone Girl.  Rachel, an unemployed, alcoholic divorced woman, rides the train pretending to go to work every day in order to keep her unemployment a secret from her landlord / roommate.  Every day the train stops at a signal, where Rachel people watches and makes up imaginary scenarios for a couple that lives in a home across the tracks.  One day Rachel sees something shocking and decides that what she has seen will help solve the disappearance / murder mystery of the woman she has been watching from the train.  The police, understandably, do not find Rachel a credible witness.  She becomes increasingly, obsessively involved in this mystery.  Told through the voices of the different characters in the story, jumping back and forth in time, this story is engaging and well written.  I enjoyed it very much.  The reason I gave it 4 instead of 5 stars is because I figured out the end of the mystery about 3/4 into the book.;Book
"I got off to a slow start, had to re-read the beginning to keep the key characters apart.  The three primary characters are all speaking in first person so at first they were all running together, to me.  But after the first few chapters, it hooked me.  It is a true ""who done it"" - and I was surprised.  Had some theories through the whole book but they were knocked away.";Book
Many suspenseful events in this novel that it was difficult to predict until the very end.  The main character Rachel, seemingly simple and bored  is actually quite complex.  She had many emotional problems of her own creation, so it was difficult to understand her behavior and whyshe continually made poor choices.  This developed a love/hate relationship for her character.  A good read!!;Book
"finally gave in & bought this book because of the reviews & popularity. It certainly is a page turner but I felt uncomfortable & uneasy thru the whole book. I wanted to shout at Rachel aren't the words ""no"" or ""appropriate"" in your vocabulary? Anna was truly evil & Megan was somewhat of a loose cannon. The men were awful, how could 2 such alike persons live doors away from each other & be involved with the same 3 woman. The set up of the book, days divided into morning & evening was alright but in some cases the story went back in time & had me very confused.  I'm not sorry I read this book, it just left me with some morbid feelings. Not scared, just creepy-like every noise in the house made me jump. Would i recommend this book to anyone? If you enjoy reading & experiencing different scenarios go for it. But read it real fast, very easy to do, & have another book to delve into right away so those creepy feelings don't stay with you.";Book
"I found the first 70 pages quite boring and had a hard time getting into this book, but I began to like it a bit more as it progressed. It may be confusing at first because the story is told from different narrative points of view, three to be exact, and because it is not written in linear or chronological order; it goes from present to past and back again, so the reader has to look at both the date and the name at the beginning of each chapter to ascertain from whose point of view the chapter is being told and when the events occurred. The three main female characters are not very likeable and have unpleasant characteristics throughout the book; however, they become more likeable at the end which is the best part of the entire book. It dragged at times, and I wasn't really engaged in it during most of the book, but once I got into it, I wanted to finish it.";Book
I liked the way the described the feelings of each of the female characters, you can see traits of yourself in each one of them, they are so realistic.I would mainly recommend this book to women, men may find it hard to connect with, since it has got a female point of view.I gave it a 5 stars rating cos I found it very well written, and although it is a fiction novel, you get. So mucho involved in the plot.;Book
"I was hooked after the first page...and because I was stuck on an airplane going overseas I read the book straight through.  I loved the development of the story..good character development for this type of genre and the story was very clever and fresh.  It definitely had that familiar GONE GIRL suspense element that draws the reader through the book ""looking"" for answers.  I felt that the story was well crafted, did not give hints about the ""truth"" for at least three quarters of the book, adding doubts and twists along the way so the reader is not really certain until almost the end what really happened.I would absolutely recommend this book as a fast read, one that you really can't wait to get back to reading. I sort of hated for it to end because I was rooting for the main character and was curious about what was going to happen to her...but was glad to finally have closure on the story.";Book
"Thin, repetitive storyline. We've heard this plot before -- but never as poorly executed. The characters, dialogue and premise is a huge cliche. It's sort of like a British Desperate Housewives of classless losers on Blenheim Road -- except the TV show, Desperate Housewives, was inventive, clever and entertaining in its tongue-in-cheek comedy/drama/mystery. Here, everyone on Blenheim Road has a secret ugly scheme.The characters are one dimensional, boring and any reveals are trite and telegraphed long before you read them. Despite the fact that Rachel and Anna constantly and intensely clash throughout the entire book, here's a revelation that Rachel has in the last quarter of the book: ""Something's not right and I can't shake the feeling that it has to with Anna.""  Really? Ya think?? How did this book get so many thousands of 4 & 5-star reviews?? Something's not right -- for sure.";Book
I was very engaged in reading The Girl On the Train!  It drew me in immediately through its tone and setting. I wanted to find out more about this girl on the train. What did she see? Why was she on the train?  The tone was mysterious and I wanted to know why!I was drawn to Rachel's pain. I couldn't imagine why she sought such relief through her drinking. What kind of pain drove her to seek out oblivion.  The description of her drinking was well done.  Her pain is palpable, you can almost taste her drinks and you can almost feel her hangovers.A painful tale of hurt and deception and ultimately triumph I believe.There was unfinished ideas that kept me from five stars. It left some significant holes that needed closure.;Book
confusing characters..movie prefers don't appeal to me either..would not recommend this book..i am an avid reader and just finished the book because it have been on best seller list for so long..thought it would get betterb. crane;Book
I found the main character, Rachel, so pathetic at first that I wasn't sure if I would be able to finish this book.  Since it was was selected by our book club, I pushed myself to keep reading.  It did get better but was pretty predictable. The story is about a women who watches a couple from the morning train while she commutes into London.  She watches them out on their back patio and has made up fictional names and fictional lives for them.  One day she sees something that doesn't look right to her and this puts her in a tailspin.  Her ex-husband happens to live a few doors down from this couple with his new wife that he left Rachel for in her old house.  This complicates things because she cannot let go of the fact that she is still in love with her ex so she ends up stalking him which puts her in a position to stalk the other couple as well.  There are lots of twists to the story but I saw a lot of them coming before they happened.;Book
"Well, I just wanted to write a review that would've helped me if I had seen it before reading this book...If you're bored and need something to do, read it, but it's not as notable as the hype was all about. It was slow and the only great part was the end, not the ending though. It all builds up to one point, and you have to struggle to get there. The lives are intertwined very unrealistically and everyone is painted as the ""bad guy"". I do like the view of the book through an alcoholic, it adds a different feel and makes you doubt what you are reading. This book does not compare AT ALL to Gone Girl. Not even close.";Book
I really enjoyed reading this book.  My sister loaned me her audio copy but, I had a hard time staying focused on it.  I gave it back to her and bought it so I could read it.  It was much better for me to read it, I think because of how she changes the perspective from one character to another, it was easier for me to follow the written version.  I have bought another hard copy to give as a gift.;Book
I liked the idea of the book but not the complete execution.  It's difficult for the reader to really like or relate to any of the characters.  Although I did feel like the descriptions of Rachel's battle with alcohol to be sometimes somewhat compelling.  I really did feel her want/need for a drink.The reader is trying to figure out 'who done it?' BUT the author did not really give us enough clues for us to have any idea what she had in mind. I partially understand that is because we are supposed to be seeing through the eyes of the various characters but I felt as if I wanted a little more depth and nuance that would clue us in (ever so slightly) as to what the endgame would be.  When things become apparent, I was surprised but didn't feel enough excitement for the 'AH-HA' moment.  I felt like I was kind of cheated by being completely blinded from all of what was really going on.;Book
I bought this book for my wife, and she has had nothing but good words for it. She has tried a number of times to get me to read it and I'm sure one of these days I will. We have the Kindle version so unless we lose our e-reader the book will always be available. My eysight is bad so I am subscribed to a Talking Library organization and they recently sent me a recorded version of the book. If they have it in their collection it has to be a good book. Doing this review has brought the book to the top of my list of things to do so I have to get started on it. Book reviews and my wife highly recommend this book so I would say get it, and enjoy!  JLM;Book
"It was terrible.  The two main female characters Rachel/Megan were consistently unlikeable.  No redeeming qualities.  Hard to stay with a story when you don't like the characters. The story line was confusing, ""is she lying"" or ""isn't she"".  That got old. When it could be followed, it was uninteresting.  I gave up a little past half way and skipped to the end due to a book club review.  All of my book club felt the same, and we rarely agree.  ""Best seller"" because large numbers of people were buying it under the premise that being on ""the best seller"" list means it is well written.  Not so.";Book
I hate books and movies where all the suspense is created by the narrator being an idiot, making avoidable mistakes. This tale is told by a drunk who creates all of her own problems and whose myriad mistakes made while hammered are only reason book isn't 50 pages long. I figured out who did it pretty early on, which is not to say im that smart, but that this book is that unsmart. It is similar to gone girl in that it's an unreliable narrator situation (which seems to be the only way that anyone can write an interesting suspense novel these days).  Not hitchcockian in the least----pretty TV movie. This is a thinly veiled attempt to capitalize on Gillian Flynn's writing style,  but not well-written or sufficiently entertaining for me to read the remaining third. Save your money and your time---I wish I had.;Book
I truly hated this book...annoying character who kept getting drunk...just plain uninterested in what happened to anybody.  I CANNOT understand the popularity unless we are a truly dumbed down audience or the marketing department is very very good.....There are so many wonderful books out there, don't waste your time.;Book
This book was such a disappointment.  80% of the book was a page turner written by a gifted writer. However the conclusion is so juvenile one would think you were reading a 15 year old's high school assignment. The literary quality of the book completely fell apart at the end.;Book
Although Ms. Hawkins' writing style is engaging and original, I found the story to be overly gruesome and the turn of events unbelievable.  None of the characters were likable - there was no one to root for - and I grow ever more tired of stories about people whose only concerns are getting laid and ruining their health one way or another.  This will perhaps make a mildly diverting made-for-TV movie one day, but steer clear otherwise.;Book
"I have to say, I found this book depressing, boring in some spots, and hard to read. I grew up with an alcoholic mother, so this was tough reading. for me.The story keeps switching around the 3 ladies in the book and it got tough staying on point. I agree with a few reviewers that Anna and Megan should have been built up more, although this book was all about Rachel.Rachel in an alcoholic and has a 'black night' of drinking and the entire book works around, ""What happen that night."" It was a good mystery because I never guessed who the killer was until the end of the book. But getting to the end was tough. You have to pay attention to dates and who is talking to even figure out what is going on.Reading fiction is supposed to take you away and be relaxing. This is not that kind of book. I'm not sure I even know what happens to Rachel, I was so caught up in trying to figure who was telling the story in this book. For me, it just solved the mystery, but I didn't feel that the story of Rachel ended. Maybe it was just me.Even though most reviewers have reviewed this book above 3, I would not recommend it. It was not a pleasant experience for me. Please understand it could be because of the alcoholism, that isn't a pleasant memory, and it took me back there. I only bought this book because of the +20 thousand people who reviewed the book. I know more than that have read it, and for me, I wonder why?";Book
On the plus side while I could put this book down I did feel a compelling need to go back and finish it.  There is an engaging mystery and a truly scary climax.  Three stars for that.On the minus side--the three main characters are women who in a sense are clones of each other--totally focused on the man in their lives and on actual or wished for children.  No careers, no quirks.  Weak and drippy.  The overall mood of the book is depressing.  When these characters did something strong it was either recklessly stupid or out of character.There is also the Agatha Christie cliché of the culprit at the end spilling the beans about what really happened while someone is (figuratively) tied to the railroad tracks.  That was old with Agatha Christie.The originality and unique take on contemporary life that you'll find in Gone Girl is simply not here, plus the whole view of life and women's lives in particular is just a downer.  The writing is okay but the three narrators all are alike in how they express themselves.;Book
WAS THE WORST BOOK EVER!!!!!!So many lost opportunities, a poor plot line and NO twist or connection in the end between the characters:Tom? what? who cares about that guy. He gives his story up so easily in the end, really? he doesn't even transform as a character before that.What happened to all of the pieces of clothing that Rachel sees on her trips? that provides suspense in the beginning but means nothing.The ENTIRE story about Megan really doesn't mean anything - in the end, it doesn't even matter that she had/killed a baby (it doesn't even have anything to do with her death), the dr. Abdul guy storyline is a total waste.Scott is the lousiest character ever - what is the whole end fight with Rachel for?And Anna just puts her girl to bed and has a beer when Tom is confessing? lamewhat about the guy with the red hair?;Book
I'm actually surprised that this book is as popular as it is, when there are so many good ones out there right now.  I've seen this book compared to Gone Girl, and I don't understand because while it has a similar premise, (missing girl, murder, intrigue) it was entirely less interesting and surprising, although I will admit that The Girl on the Train did keep me in suspense for the first half.  It seemed like the author had a great idea with a girl on a train, studying people's lives as she passed by, but then it got muddled by a bunch of affairs and entirely too attractive people.Ultimately I was rooting for this book to be better, but the characters were not relatable or realistic in my opinion, and it seemed like I was watching a soap opera.;Book
My book club selected this book.  I wasn't even half way through and had to torture myself to finish it.  Very slow moving, somewhat predictable, with characters in bad places who are so unlikeable that you can't even feel sympathy for them.  Too many people making bad, selfish, stupid choices which will lead them to the inevitable.  The train rides take up a large portion of the story, which was mostly dull. I could not in good conscience recommend this book to anyone.;Book
I wanted to like this book. I did. But it was SO morose and depressing. It was horrible go through the main characters alcoholism with her. Perhaps that is a credit to the author. I had figured out who had done it about half way through. Initially I was totally confused as to whose voice I was reading and had to go back and read again. I just wasn't paying attention to the chapter titles. By the end I felt myself thinking that that was a very depressing trip without a lot of excitement. I mean I read the whole thing. It was okay. Not sure what the hype is all about.;Book
A cleverly constructed story written from the perspectives of the three main female characters, Rachael, Megan, and Anna.  Rather than numerical chapters, each chapter is named for whomever happens to be telling the story from their point of view at the time.  This transforms into a gripping and exciting yarn about love found, then tragically lost.  It touches upon the insidious and hopeless consequences of alcoholism, infidelity, and ultimately cold and calculated murder.  This is not a happy story with a fairytale ending.  It left me feeling glad it was over but satisfied I stayed with it.;Book
"I have never understood the fascination with books about mentally unstable protagonists. Personally Like with ""Gone Girl"" I find it very hard to either connect or sympathise with these unstable and very often unpleasant characters. The drunken heroine never really grows or develops beyond the initial introduction and she is just boring by the end of the novel. The fact that the second wife turns out to be as unstable as her does nothing to mitigate the boredom, in fact you just begin to wonder if there are any normal people in this fictional world or if everyone is determined to be dysfunctional.";Book
A very good read. Story is told by three female characters. Mood is ominous all through the book. Rachel is the main character. She is divorced from her husband who has remarried and has a daughter with his new wife Anna. Rachel is not able to accept her changed situation even though she initiated the divorce when she caught her husband red-handed with Anna. The marriage was falling apart even before as Rachel was not able to conceive. Rachel takes a train every day to London even though she has lost her job there. She watches her old house and a neighbor's from the train. She is able to observe what is going on the porches of these home. The couple in the neighboring house seem to be greatly in love until one day Megan the wife is found murdered. Murderer's identity remains secret almost until the end.;Book
I found this to be a solid, enjoyable thriller. The story is told in the first person by the three female protagonists. One of the threads is deferred significantly in time. This structure works quite well to produce the suspense on which the success of this type of narrative depends. It perhaps falters a little however in its depiction of the male characters. We see then through the women’s eyes but really don’t get enough food for thought about them to enable us to make an educated guess about their role in the novel’s key event. It terms of style, it has its moments, not least the following keen observation about the British urban landscape:“a 1960s new town, spreading like a tumour over the heart of Buckinghamshire. No better or worse then a dozen other towns like it, a centre filled with cafes and mobile-phone shops and branches of JD Sports, surrounded by a band of suburbia and beyond the realm of the multiplex cinema and out-of-town Tesco”;Book
It was well written, but excruciatingly boring. The only excitement I felt was when I was finished. I can't imagine why they would make this book into a movie, that would be a total bore.Besides the very end of the book this wasn't very interesting. None of the characters were likable, in fact I hated them all. Not one favorite. Waste of my time.;Book
I enjoyed this book - it kept me interested, but all-in-all, it was just okay. It reminded me a lot of Gone Girl, which I liked better than this one. I felt it dragged on a bit (she's a drunk, we get it), but it was still suspenseful. I did guess (correctly) who the killer was mid-book, so the ending wasn't very exciting...it was just a confirmation of what I already knew. Would I recommend it anyway? Probably.;Book
A slog of a read.  I stuck with it to the very end, but it's only really gripping in the last 2% (I read on Kindle).  The timeline can be ignored--it adds nothing but confusion and helps the reader not in the least.  The writing is pedestrian.  The characters not sharply delineated, they tend to blend into each other.  And enough with the booze motive.  It got it right away, and the author just belabors the same stuff over and over.  Probably better off if you pay the money for the movie.  The cost would be similar, it will take less of your time, plus you can have popcorn.  Not recommended.;Book
"This book had me guessing one thing was happening, when it was quite another.  It was a very decent read, but I can't help feel it could have been so much more with the premise and start of the story being as thought out as it was.  The story revolves around a divorcee who binge drinks and her inability to be a 'reliable' witness in a missing persons case. This could have gone many ways, but ended up with all the males in the story being  users of the women they were with in many different incarnations. This was more the crux of the story; rather than being a mystery (which it still was) it was also a statement on the abusive side of relationships. I would go 3 1/2 stars, but you can't do halves.  It's better than average and and entertaining to read, but still have that gnaw in my gut that it could have been plotted into something much more.  I think the author has a good start to her career here though.";Book
"I am at a loss why everyone is raving about this book and find it ""hard to put down.""  Rachel is exhausting - at first you feel sorry for her and empathize with her, but after about 100 pages of her grasping at her formal life while she is constantly drunk - it gets old really quick.  Anna is a the girl we all hate - loving playing the mistress and enjoying every second of knowing she is stealing a married man.  Megan is just a clingy train wreck, and the men are all portrayed to be scary/sleezy.  Like Gone Girl, there really isn't one character that you can actually like let alone root for.  Halfway through the book I guessed the ending...there is only a handful of characters, so it's not hard to figure out where this is going. Zero twists, worst boring ""suspense"" (I use the term loosely) book....can't believe they are making this into a movie!";Book
This book kept plodding towards the inevitable. I knew who the killer was early in the book. Yet I kept reading in fascination, thinking that surely it couldn't be THAT obvious. Well, it was obvious. I found the main character, Rachel, to be really pathetic and, quite frankly, kind of weird. I did not have any sympathy for her at all. Please, don't waste your time reading this book. I don't know why it got so many great reviews.;Book
"I had to drag myself through this book from beginning to end, and I only finished it because my Book Group is reading it. I thought the writing was shallow and the characters, all of them, were vague and difficult to relate to. I was particularly impatient with the main character, Rachel, in that I thought the author was using her repeated alcoholic episodes as a crutch to extricate herself from having to fully write the exposition. I notice that this book has been compared repeatedly to another terrible book, ""Gone Girl"", and I think that is accurate. If you were impatient with the bad writing, plot and character development in ""Gone Girl"", you will find the exact same weaknesses in ""Girl on the Train"". Inexplicable plot development, unclear and superficial characters, a boring, boring story, and an unsatisfying ending. Don't waste your time.";Book
"I could not believe that Ms. Hawkins could write a book where the ""Girl on the Train"" was such a sad character who happens to be addicted to the awful disease of alcoholism.  It is a shame that this disease's consequences were used to create a most predictable story.  How anyone can say that this is the next ""Gone Girl"" is delusional.  Shame on the author.";Book
"I so wanted to like this book! The beginning was slow but I had nothing else to read so I continued. Then I starting hating the main character because she hated herself; her decision making was beyond poor and her drinking was beyond boring.  In fact all the characters were exaggerated caricatures of ""flawed"" people.  But it was the ending that killed this book. Without providing any spoilers, I absolutely could not believe the ending of the book!  It read like a tired Law and Order: SUV episode (I actually said out loud: are you KIDDING me?).  Before killing off the witnesses, the killer sits there and confesses while everyone drinks tea. Then the protagonist plans his/her suspenseful escape (read the book to see if the escape was successful).  Completely predictable plot line with a boringly predictable ending. Totally unrealistic.  The premise was interesting and might have been better developed by a different author.  This is my honest opinion on how I felt about the book, and what I would have wanted to know before I read it.";Book
The first chapters of this book got me hooked, but it soon became tedious to be inside the mind of a self pitying alcoholic for so long.  Every character in the story was despicable, which does not bode well when one has to spend so much time inside their heads . When the mystery was finally revealed - after too much drinking, whining, and sniveling by nearly everyone, but especially the main protagonist - I was angry that I'd wasted both my time and my money.;Book
The book is written in the same switchback method as 'Gone Girl' and for a while it's an engrossing thriller.  However, the train slows down in the last  30 pages or so, and the killer and ending is not the shocker one would expect from this highly praised story.  More character development would have helped but very little background is provided for each, and what there is exists mostly in conversations.  A good book, but not really deserving of all the hype.;Book
"I have the biggest problem with what passes for psychological thrillers these days.  This and ""Gone Girl"".  I got nothin'.  As in ""Gone Girl"", not one of these characters is (a) likable, (b) believable, or (c) all that interesting.  So why keep reading?  Our protagonist, Rachel, is anything but.  She's so irritating that you want to reach through the pages and slap her around.  Truly, she has so few redeeming qualities that I was not rooting for her in any way, shape or form.  Kind of wishing she was the one that got offed.  Any time there was a stupid thing that could be done, she managed to find something even more stupid and then do THAT thing.  Then she'd get drunk, black out and feel even worse.  I should have put the book down when she vomited on her roommate's rug and then pitched into a drunken blackout and left it there. (Oh, was that a spoiler?  Sorry, my bad.)  And then, you know, there's that thing that happens where after the first four chapters or so, the story is laid out and then nothing much happens -- it's just filler -- until the last chapter when everything resolves.  So there are about 100 or so wasted pages.  Not great.  I'm sure they're doing casting calls for the movie as I write this.";Book
The whole premise of this book was so insipid, like the writer was noodling around for a cute idea to write about as she sat on the train to work. And she started writing and wasn't at all sure where to go with it so she tried making the characters intriguing, but they weren't. Many of the voices were so similar you couldn't tell who was speaking except by looking at the very pale gray label at the top of the page. The people she portrayed were really pathetic, totally lacking a raison d'etre in life. I finished the book because I had nothing else to read at the moment.;Book
"This is a horribly boring ""thriller"". To me there are three key elements to every mystery/ thriller - plot, character, writing. This book is sadly lacking on all accounts. The plot is ok but I figured things out about half way through and I kept plodding toward the conclussion (counting the pages to the enevitable end). The characters were sad, one dimensionioal set pieces that never come to life. The shifting narative was gimmicky at best and a lazy writing style at worst (meaning all we can expect of Ms. Hawkins is more of the same). I have no idea how this became a Number 1 best seller on the NYT list (I guess because of suckers like me). By far the worst book I have read this year (15).";Book
"I have to be honest even with all the amazing reviews I still think I barely liked it.  I bought it because of the zillion good reviews and I am sure that is why most are buying it.SPOILER:I am ok at predicting plot twists but I feel like this one was very very obvious. I mean from the second they tell you Megan babysat and he smiled at her and then a few pages later ""he"" smiled at her driving by it was very obvious that it was Tom...I mean you can't help but compare it to Gone Girl and although I did not like the ending of Gone Girl , Gone Girl blows this book out of the water. Flynn's book is so smart and clever this is kind of boring and mostly about an alcoholic who you don't feel for and I could not even get myself to like a single character or be interested in any of them.I did not care for it at all to each his/her own.";Book
"All I can say after forcing myself to finish this ""novel""  is that the book should have been called the drunk girl on the train. With its predictable plot, undeveloped and unlikeable characters, ""The Girl on a Train"" reads like something one would pick up at an airport newsstand to kill some time. I was numb with disbelief when the ""mystery"" was revealed at the end. I couldn't believe the author would pull the most obvious literary trick out of the hat to reveal the murderer. The lead character is in a drunken fugue for most of the book but clarity returns right at the end along with a smug confession by the killer.The key players were a circle of six which included a pathetic drunk, a mistress-turned wife, an adulteress, a serial liar/cheater, a paranoid husband, and a shady therapist...with some random red-haired man thrown in the mix. No wonder it garnered so many ""five-star reviews,"" and being adapted into a movie...it's suspense-lite that appeals to the masses and will have many flocking to the cinema to see this easy-to-solve-mystery. Most notably, many of the five star reviews are from professional bloggers and vine reviewers who receive free ARC's. I suppose that one too many a critical review would stop those freebies from coming.I am so irritated that I bought this book in hard back, but I guess this is my comeuppance for buying into the summer book reading hype. Hitchcockian this is not, not even close.";Book
The concept of the story is good, but the book rambles on and on with a predictable two page conclusion.  Don't waste your money on this one.;Book
I was not fond of this book because the characters were all such awful people. One after another, they were so messed up.  The book was redundant, yeah, we know Rachel is a boring drunk, we know Megan is a loser.  Both men are horrible!  I can't believe I finished the book. No surprises, since we already knew Megan was having an affair.  Duh.I know we all have our flaws, but I truly have never met anyone like these people.  Maybe I'm just lucky, or don't live in the bottom of a barrel.;Book
"I have about 75 more pages until I'm finished with this book. Yes, it's been dragging along for me and there are a few reasons:  1. The main characters lack real depth. I want to empathize or ""side"" with at least one of the characters but being unformed, they come across as one-dimensional and simply self-absorbed; 2. The book lacks suspense. The pace of the book is erratic because the author jumps back and forth in time for all of the main characters. These ""interruptions"" stall any suspense that should be building and growing and; 3. Like a STEREOTYPICAL day in London, the tone of the of the book is grey and gloomy which equated to dull for me.  I really wanted to like this book like the majority of reviewers and be able to tell friends and relatives, "" You really need to read this book!""  Not the case here.......but that's just my opinion.";Book
I was so disappointed in this book.  Hours of listening to an audio book that was full of codependent, bad decision making, weak women.  I kept hoping something would get better and that there would actually be at least one character that I liked and it never happened.  I must stop falling for books just because they are on a best-seller list.  Bad choice on my part and a lesson learned to read customer reviews before I buy.;Book
Sorely disappointed and difficult to follow especially on a device - had a hard time figuring out who was who and who belonged to who - finally had to write down a flow chart so I didn't have to flip around in my Kindle. And Rachel - honestly, she was ridiculous ---are there people really and truly that stupid? I know there are people who are stuck and cannot make a good decisions for various reasons, but Rachel takes the cake. Not worth reading. Sorry I wasted time on this book.;Book
Not one sympathetic character in the book.  Five main characters and not one of them has any redeeming values.  If this is the world Hawkins lives in, she has my utmost sympathy.  It is one of the worst books I have read in a long time and I read a LOT of books. If you want mystery/thrillers stick with Sandford, Child, Connelly, Silva, Flynn, Baldacci, Coben, DeMille, Thor, etc.  Do not spend your time or money on this book.  You'll regret it.;Book
I hated the book. How much? Well, this book pissed me off because I just couldn't finish the damn thing. I read about 45% of it and put it down for a few weeks hoping I could start it fresh and become more engaged in the story than I was during the first half. I was irritated because I have rarely walked away from even the most boring, tedious tale.I'm a reader, 60, educated and a male. This doesn't put me in the target audience. But I could have enjoyed the ride if it just moved along a little or if ALL the characters weren't petty, self absorbed basket cases. Their responses to what befalls them each individually seems trite and/or illogical to a fault. I wanted to throw the Kindle across the room as Rachel stumbles along on what is either a quest to solve a mystery or a road to redemption. That was about 70% of the way through the book. But the straw that broke the camel's back came when I realized that we're getting narration of past events from a character whom, by all rights, shouldn't be able to do that. And that's as close to a spoiler as I'm willing to get.Obviously I'm in a minority group of dissenters here and granted. For the folks that love this story, more power to you, your money was well invested. Also, I'll grant the writer due credit for skill in structure and character development but I found the whole thing boring, boring and a snooze. I had no sympathy or empathy for a single character in this book. Nasty, nasty people with nary a redeeming quality between them. If they were at least interesting...;Book
I gave it one star because the author wrote it but I did not like any of the book. I do not like to read about alcoholics, did not find any saving grace in the life of a woman who let the end of her marriage push her to the limits.  Where was her self respect?  There is a sinister allegorical theme woven throughout the story. Unless you want to read misery, skip this one.  Okie Reading Specialist;Book
"I absolutely agree with all the other one-star reviewers.  This book was a big disappointment.  It's a blow-by-blow description of the protagonist's days, which early on gets boring.  The characters, especially the women, are self-involved losers who refuse to improve their lives.  In fact, all the characters in the book are stereotypes; none is interesting.  I hurried through to the end of the book just to get it over with, and I too wish I had my time back.  So much for a New York Times best-seller -- that praise means nothing.";Book
"Though the book has dominated the NYT bestseller list for months, I was not impressed.  From an English mystery, I expected more color, an eccentric sleuth with more expertise, a distinctive setting, a little charm, perhaps a dash of humor;  instead, Train offers an alcoholic slouch with a dreary commute to nowhere.  The biggest mystery in the book is the heroine's blackouts.  The murder is so banal, without passion and inept that it is literally a crime committed without a trace of motive or evidence.  The heroine, generally in a drunken stupor, has some encounters of interest but mostly stumbles around totally clueless and solves the mystery completely by accident.  The accidental solution to the clueless mystery, finally gives readers a taste of redemption and a glimpse of evil.  This is not a case of leaving the best for last; those ingredients could have spiced up the tale and made the ride less tedious.";Book
Careful reading at first will help the reader get the five main characters in focus, and some patience is needed with Rachel.  However,  one is so rewarded by the exciting plot as it unfolds, taking the reader through twist after psychological twist.  I enjoyed the luxury of POV renderings of each character, and the clever way the author left clues for me to think about as the end rushed toward me like a Runaway Train trying to reach its station before the good are not saved and the bad are not caught..  The author makes you care so much for each character, regardless of their weaknesses. Will their strengths of character emerge to bring this complicated human puzzle to a satisfying end? Or will the reader be left asking more questions and be enticed to want more about the future of these characters and those their lives touched?  What an intriguing ride!;Book
Ugh, the best part of this book is that it eventually ends and you feel better.  To me, the mystery notwithstanding, the hardest thing about this book was how incredibly hard it was to like ANY of the characters.  I find it very hard to read a book when I'm not able to really root for anyone.  But, I thought it was a decent enough mystery.  Didn't figure it out way in advance of the end but the possible murderers that the reader is supposed to suspect come across as so deliberately red herrings.  So it becomes a game of who's left after you eliminate the other possible suspects.  If this were not a book group selection I probably wouldn't have finished.  However, it gets two stars instead of one from me because at the end, I did develop some empathy for our drunken heroine.  So, there was that.;Book
I agree with some other reviewers. The characters in this novel were all annoying and not believable.  The main character, Rachel, you just want to reach out and smack some sense into her.  I just keep reading so I could be done with it. It is one crazy female after another, surrounded by awful men. I fail to see why this book is getting so many good reviews. Stay away.;Book
"Well, it is definitely a summer chick book.  The protagonist, big surprise, is a female, whose life is falling apart.  In the spirit of Rear Window (only Jimmie Stewart does it justice) she sees something that's not right and immediately she makes a gazillion unfounded assumptions (like Rear Window and that other flick with Shia Labeouf).  It gets interesting, finally 2/3 into the book, but you can tell that the target audience of this book was not male.  Woman will love the personal relationships sprinkled with the protagonists imagination, and they may even identify with the other female characters in the book, but overall, it was like watching a trainwreck:  I couldn't NOT finish it, but I;'m not sure I wanted to.  Ladies, you'll love it.  Guys, try Secretary Gates' book or An Army at Dawn this summer...";Book
